ulasan,score,sentiment
saya masuk market hasil call member premium january sampai maret 2024 cuan 50 dari total portofolio alt c setelah itu april sampai sekarang malah minus 😵 udah pelajari modul sampai tamat yang diajarkan di modul sama ucapan di margin call youtube beda bukti jejak digital udah ketebar dimana mana cari aja sendiri,1,Negatif
entry kita cuma dijadiin exit plan buat mereka not recommended,1,Negatif
dc urusin tuh sampahhhhh,1,Negatif
maaf koq berubah,1,Negatif
saya member ac merasa dirugikan banget dari pivot ini ngk ad ruang diskusi dan selama ini kerugian gw udh gede banget keseleruhan aset ikutin rekomendasi research profesor di ac biasa kami panggil avs setiap call yang 70 itu dihilangkan sedangkan yang profit trus dimentionin gk ad tanggungjwbnya sama skli gw pengen banget refund tpi gk ad jalannya semoga playstore bsa jdi penengah,1,Negatif
bayar 17 jt utk info gratisan yg bs diperoleh dimana aja academy ini scam tolong tangkap founder nya,1,Negatif
apa elo tega bayar 17jt buat beli manta,1,Negatif
aplikasi tidak sesuai yang diberikan tolong diberikan fitur refund,1,Negatif
kagak bisa masuk aplikasi sampah,1,Negatif
gak sesuai dengan tujuan awal,1,Negatif
perbaiki lagi,1,Negatif
bayar 17jt cuma buat nyangkut dimanta gmt xnt xdc qnt be careful sayangi uang kalian ini aja kalo bisa dijual aing jual bang bisa dm gmail ya nego2 kita🗿,1,Negatif
join awal supaya bisa diskusi dengan teman sesama pelaku pasar crypto sekarang malah jadi portal berita mana udah bayar 12jt tau bakal kayak gini mending unduh coinmarketcap aja,1,Negatif
rugi besar join jujur calls nya banyak ke sl katanya win rate 100 tapi ngga transparan udh jarang banget live khusus member dlu rajin sekarang jarang banget ngga ada tempat tanya diskusi ditutup ini yg lucu apk nya ngga bisa setel notif nya aneh kaliii,1,Negatif
bayar mahal mahal 17jt tapi disuruh beli coin coin ga jelas teruss sialnya lagi gak bisa nanya nanya kepada pihak ac kan wajar aja namanya academy tempat belajar tapi ko akses belajarnya kayak dibatasin😭,1,Negatif
call nya sampah saya rugi banyak mereka cuma cari exit liquidity,1,Negatif
bapuk bgt aplikasinya perusahaan yang katanya banyak duit bikin aplikasi kayak bikinan anak magang,1,Negatif
not recommend apk jelek,1,Negatif
gw perna inget kata2 timot kita di ac ini keluarga keluarga macam apa yang protes dikit ditimeout dibanned keluarga macam apa yang diskusi aja ga bisa cmn bs 1 arah karena grup diskusi mati keluarga macam apa yang hrs bayar 17 jt perbulan discord tanpa grup diskusi aja udah parah apalagi apk isi berita doang,2,Negatif
scamer berkedok ac lawack,1,Negatif
kalo btc dan eth yg diutamakan lalu untuk apa join kelas ini,1,Negatif
bayar belasan juta cuma buat minus puluhan persen parah gk ikhlas gua asli chat komunitas diapus jadi gk bisa sharing edukasi lah comunity lah kolom chat aja di ban 🤣,1,Negatif
academi tolol udh beli lifetime baru jalan 1 tahun udah di ilangin balikin duit gw,1,Negatif
hati scam 🚨🚨🚨,1,Negatif
busuk asli scam,1,Negatif
dungu,1,Negatif
penyesalan terbesar di tahun ini yakni join ac please jangan pernah join kelas yang founder nya aja nggak bisa trading,1,Negatif
grup scam follow ig ac komen manta langsung di blok wkwkwk padahal yang pompom manta lebih milih manta dari pada angkat semen manta the next tia x20 zeus kali ah x20 wkwk,1,Negatif
hanya untuk member saja,1,Negatif
sangat tidak direkomendasikan bayar 17 juta mending untuk dca bitcoin karena ujung2nya disuruh beli bitcoin call alt banyak minus,1,Negatif
member ngga balik modal rungkad overhype aja rasanya,1,Negatif
ini daftarnya gimana bang kok cuman login doang gk ada pilihan daftar gimana bisa masuk kalau gitu apa daftar lewat website apa gimana kurang jelas deskripsinya tolong dipandu,2,Negatif
gadungan jangan mau join kelas ac rugii,1,Negatif
kukira isinya kek blumbeg yg diparafrase mnjdi beginner friendly ternyta kek koran digital sampah gausa dibeli gaada isinya bertambah waktu bukannya menaikkan value tp menurunkan value disaat bottom diem aja pas pucuk call2 semua nyesel belinya untung gjdi lifetime,1,Negatif
udah ga brani buka diskusi member takut di bully kali,1,Negatif
kalau ngecalls bener pedenya soal kepemilikan calls minta ampun giliran salah member digoblok goblokin kenapa masuk yang pencet tombol kan kalian najis akademi penipuan lihat aja suatu saat nanti akan rame tidak kalau tidak rame didunia siaplah tanggung diakherat nanti banyak orang jadi kehilangan duit yg tidak sedikit karena kalian marketingnya masuk ikutin calls cuan lipat gandakan uang masuk bukannya cuan pada rungkat,1,Negatif
sorry ye prabowo,1,Negatif
mending chat gpt atau influencer di twitter ini mah apaan aplikasi lawak bayar mahal doang hahahah,1,Negatif
ini aplikasi nya khusus member kah kok gk ada tombol daftar login ya gak bisa,1,Negatif
pergi melaut naik getek mengapa program ini jelek,1,Negatif
daging semuaa,5,Negatif
gambar ga bisa di zoom kanan kiri cuman tengah doang harganya jadi ga keliatan mau kasih masukan di discord ga bisa karena ga ada forum diskusi sorry bintang 1 biar dapet atensi masukan saya,1,Negatif
apikkk,5,Negatif
sudah bang sudah kapok aku bang pleasee gamau lagi aku join join beginian,1,Negatif
jadi setelah makai aplikasinya beberapa hari pada andoroid begini 1 foto yang ditampilkan bisa di zoom tapi cuma fokus ke tengah saja saat di zoom tidak bisa digeser kanan kiri atau di download padahal penting kanan kirinya pada gambar 2 gak ada menu yang bisa langsung terhubung ke timo atau avs langsung ya😂 barangkali kyk yang di discord pada menu pojok siapa tau mereka atau member pengen dapet notif pemberitahuan yang penting dari mereka 3 apknya smooth sih tp belum ada lonceng notif,4,Negatif
kelas sampah hati2 yg mau join call altcoinnya busuk semua ujung2nya disuruh dca btc ngapain bayar kelas kalo disuruh dca btc doang wkwkwk lawak lo suatu saat akan hancur ini kelas karna inflow pemasukannya berkurang gada yg join kenapa bisa gw bilang gak ada yg join karna member yg udah bayar 17jt itu gak bisa muncul di chatroom nya semuanya di mute karna apa yap yang gua bilang tadi kalo call dia itu busuk semua thanks me later,1,Negatif
tidak bisa log in 😅,1,Negatif
kapan tge bang jaringan soalana aja murah🙏🏼,5,Negatif
untuk saat ini kualitas semakin sampah hanya berita dan informasi yg ga guna no calls dan no diskusi masuk februari 2024 dan sampe skrg porto masi minus ini akademi oh daym,1,Negatif
diskusi dihilangin act altcoin hilang act bitcoin hilang pojok avs hilang pojok ncek hilang market update hilang member lifetime dapat buku fisik gratis cuma sekali habis itu kgk ada janji live member 2 hari sekali hilang juga yang mau beli akun lifetime gua jual 500k aja muak gua,1,Negatif
kelas mahal tapi tidak bisa komunikasi dengan sesama komunitas atau 2 arah kalau bisa refund saya mau refund,1,Negatif
jangan gabung ac saya menyesal,1,Negatif
orang waras gak bakal ikut beginian mending duit lu belikan koin crypto sendiri gak paham searching belajar skrng tu dunia digital jgn pernah bayar buat masuk beginian sayangi duit kalian,1,Negatif
akademi memeras uang member,1,Negatif
smooth parah kyak paul george,5,Negatif
isinya kopas enggak guna,1,Negatif
semoga ada perbaikan dalam hal reset n data analist,2,Negatif
aplikasinya udah sisa uangnya😹,5,Negatif
numpang rating aja walaupun bukan member cuma berterima lewat margin call,5,Negatif
ini cuma buat member ac aja ya,4,Negatif
yah batas bisa ngasih bintangnya cumn 5 bro tim😔padahal mau ngasih bintang unlimited,5,Negatif
tolong tambahkan fitur notifikasi agar segera dapat informasi ketika ada sensitif news sperti berita perang,5,Negatif
ini yang di tunggu tunggu,5,Negatif
muantep,5,Negatif
isi udh bagus dari sisi apps bnyk kurang nya zoom gambar krg responsif post ac research gaada history kecuali emg mau bikin member fokus di research terbaru modul nya gaada checkmark mana video yg udh diliat blm video modul yg di play ketika di maximize ga otomatis landscape dan gabisa floating sambil buka apps lain design nya terlalu kaku mengikuti web pdhl harusnya ini native app notifikasi gaada ux nya kurang greget push lagi developer nya ko mereka bisa bikin lbh baik dri ini,2,Negatif
duh ga bisa login berarti masih miskin gua,5,Negatif
akademi tipu2 kuliah seminggu sekian kali tp gk ada bayar mahal2 gk bisa nanya apa2 dimana ada akademi belajar tapi gk bisa nanya adain webinar bayar lagi apaan 17jt 1 tahun gk guna mending di pakai buat modal udah bayar mahal2 call coin busuk semua dan mereka beli dluan member pada sangkut kan parah,1,Negatif
nyalakan apinya sendiri abangkuhb,5,Negatif
marketing doang isinya copas,1,Negatif
kasih tau juga kenyataan didalamnya seperti apa jangan terlalu dibuat gimmicknya dan untuk ulasan yang buruk jangan dihapus,1,Negatif
tolong pojok avs beserta signal tradingnya diadain di apknya,5,Negatif
hp padahal samsung s24 udah ditengah kota 4g full tp buka berita baca berita kadang loadingnya lama banget dan perlu ditambhakan notifikasi bahkan alrm peringatan sebelum market bereaksi semoga sukses,3,Negatif
saya mau usul klo aplikasi ac klo bisa dibikin segmentasi kayak discord seperti act bitcoin act altcoin pojok avs market update agar research nya gk hilang saya lihat research yg 2 hari lalu di aplikasi udah gk ada kk jadinya gk ada history news nya sementara ac news malah ada history nya sedikit masukan semoga bisa dipertimbangkan,3,Negatif
sempurna saran ncek tulisannya ubah putih aja kalau ungu susah dibaca,5,Negatif
ini aplikasi yang harusnya 100jt pertahun rek 🫣,5,Negatif
yang bilang ac mahal lu bukan target marketnya ngk usa maksa,5,Negatif
adain fitur download video di aplikasi min kaya youtube biar pas nonton modul gak kepotong karena tiba tiba internet jelek,5,Negatif
gambar gk bisa di geser saat di zoom sayang bngt padahal perlu liat gambar grafik datanya plessee update kakak,4,Negatif
akhirnya keluar juga,5,Negatif
awoakwok katanya kelas ini berkualitas nyatanya lebih banyak rating 1 bahkan buzzernya kalah lawan ril ini membuktikan bahwa kelas dan app nya bener2 sampah,1,Negatif
gak update,1,Negatif
mereka bilang bakal ngasih informasi a1 tapi update data ppi bulan agustus aja mereka gak post sama sekali padahal itu sangat berpengaruh ke market kripto dalam jangka pendek koin research juga gak pernah di update terakhir tanggal 26 februari 2025 just overclaim,1,Negatif
lol scam,1,Negatif
promosi dengan isinya ga sama alias overprice,2,Negatif
guys yang belum beli produk ini dengerin gue dan yang review bintang 1 itu beneran jelek jangan dengerin testimoni member di discord bisa jadi mereka dibayar dulu katanya mau bikin komunitas crypto terbesar di indo tapi diskusi umum diskusi sesama member hilang tidak hanya itu live member seminggu sekali udah gak ada research dari lama gak update call salah malah goblokin member guys kalian mending ke app cryptowave milik ceo triv disana full gratis ilmu crypto research,1,Negatif
dibawah semua apk busuk ada ini apk,1,Negatif
member dari jaman telegram dulu seru layaknya komunitas bisa belajar juga dari sesama member yg udh senior tapi sekarang hilang semua karena diskusi tutup padahal niat awalnya kan membangun akademi untuk edukasi kripto ya harusnya komunikasi tetap dua arah antara guru murid atau murid murid untuk modul oke cuman kasihan yang masih bener bener 0 gaada guidance sama sekali mau nanya bingung mau tanya kemana klo di dm blm tentu dibales jg janji di discord juga gak ada yang ditepati malah dihapus,1,Negatif
is this game of attention,1,Negatif
mereka sukses melakukan penipuan dan wanprestasi terhadap jasa kelas yang mereka jual harus diusut tuntas dan mereka menikmati hasil saat ini bukan dari porto investasi mereka di kripto melainkan hasil jualan kelas adsense dan ads placement,1,Negatif
ga worth it banget buat harganya,1,Negatif
1000 tapi di suruh dyor kalau salah nyalahin member nggk bertanggung jawab ngomongnya plin plan serta penipuan saat promosi di janjiin abcd pas udah masuk malah cuma ab teman teman saran saya nggk usah daftar 100 kalian akan rugi,1,Negatif
suka mengingkari omongan,1,Negatif
1 install 2 1 bintang 3 uninstall wkwkwkkw,1,Negatif
omongan selangit kaya jago crypto tapi signal sering salah kalo bener dibilang kami sudah call dr jauh hari kalo signal salah itu resiko sendiri kan lu yg pencet buy 😆 ilmu ga ada yg spesial semua ada free di youtube sia2 bayar belasan juta,1,Negatif
akademi chi bye,1,Negatif
seumur hidup jajan ni kelas yg paling gw sesalin udah gitu aja ga mau panjang lebar mau secepatnya moveon aja,1,Negatif
yang kasih bintang 5 mah buzzer semua padahal ini komunitas sampah sebutnya komunitas kripto terbesar di indo tapi diskusi di matiin jadi platform berita itu pun berita gratisan yang bisa d temui di mana2 yang katanya subs 500jt pertahun bahkan kalah cepat sama berita di x calls d dalam kebanyakan rungkat dari pada untung founders are scammer,1,Negatif
worst,1,Negatif
menipu member sinyal palsu,1,Negatif
rungkat 90 😔 nyesel masuk sini dan beli lifetimenya tapi ya itu keputusan sendiri ga bisa salahin orang cuma bs share untuk pelajaran orang lain,1,Negatif
mengecewakan dont buy this 🙏 the founder is scam when they having a tradeplan failed they just tell to hold it but they are quietly cutloss without telling member their winning rate is manipulation many ex member is banned when complaining and the founder has brainrot narcisstict personality disorder drama queen farming hate engagament just to scam people,1,Negatif
sudah tidak seperti ac yang dulu hanya jadi kanal berita menurut saya update nya pun lebih cepat di x mending duitnya pakai utk beli btc aja ga perlu subscribe ke sini ghaes,1,Negatif
jauh dari visi misi awal sekarang udah gak worthed buying this product feel so sorry for someone who s paying 97jt for lifetime member mending duit puter buat usaha atau masukin aja bitcoin emas,1,Negatif
jangan langganan ac aplikasi sudah ditinggalkan research terakhir feb 25 berita gratisan yang kita bisa dapatkan di mana mana dan modul yang sudah lama tidak di update jangan buang uang anda,1,Negatif
yuk diurus yu ac nya jangan urus tu mulu member bayar puluhan juta buat lihat dari praktisi bukan screenshot kaito mesari,1,Negatif
baru sebulan pakai dan beli membership riset tidak pernah update modul pun sama cuma update news saya tertarik dgn visi awal dengan kualitas dan harga sekarang berasa beli koin rsi 90 dan cmc greed 85,1,Negatif
katanya bakal ada ai search tapi mana aplikasi gaada pengembangan sama sekali,1,Negatif
nothing impressive,1,Negatif
jangan dibeli member nya dah gt aja,1,Negatif
akademi sampah jujur aja call nya avs rungkad mulu setelah tau ceritanya ternyata doi cuma hoki kena parabolic altseason doang aslinya kayaknya gak begitu jago trading mana skrg diskusi ditutup kecepatan dan kualitas berita2nya sampah tr sama avs jg kayaknya ga peduli sama orang2 yg udah bayar jatohnya penipuan ga sih,1,Negatif
saya member asli ac dan saya bisa bilang ini akademi rungkad kalian yang liat message saya jangan sampai join akademi crypto nanti bakalan menyesal selamanya calls avs sampah semua selalu kena stoploss semua member di dalam di bungkam jika bersuara sedikit langsung di banned,1,Negatif
keputusan terbodoh selama hidup join ac uda belajar mati matian ngikutin apa kata avs full yg ada porto malah ludes sedih bgt kalo liat anak istri hanya karena ikutin apa kata avs hidup almost jd gembel memang gw yg pencet tombol buy sell tapi gw ikutin apa kata avs step by step member ac yg join dari lama pasti paham he s not trader investor he s gambler percaya lah guys ini review jujur dan bintang 5 semua itu palsu biarkan tuhan yg membalas,1,Negatif
i don t understand why there are many people complimenting this app ui looks not better than average lot of bugs bad authentication my phone even mentioned to me that this app has a bug and unable to be opened please at leat maintain this app properly thanks,2,Negatif
sering log out sendiri aplikasinya,3,Negatif
well i have done the payment but i m not recognized as a member please fix the bug,2,Negatif
semua planning cuma bagus di awal aja setelah beberapa bulan langsung nonaktif reasearch modul ga pernah ada update lagi dari februari,1,Negatif
malah rugi gaada discussion channel juga,1,Negatif
saran pada developer utk tambahkan session info login sehingga setiap kali buka app flow tidak mulai dari awal terus harus login berkali kali detil kecil tapi cukup mengganggu selebihnya oke,5,Negatif
penipu di website ditulis call fartcoin tanggal 23 oktober 2024 harga 0 098 udah naik 20x ktnya gw member bulan maret 2024 ga pernah ada call fartcoin bulan itu gw udah search mereka cuma bahas fartcoin akhir bulan november kasih info saat itu harga udah naik 60x dari bottom ini namanya false marketing mengada ngada yg ga ada buat narik member tukang dusta hati hati sama ac ga bisa dipercaya mereka udah sering manipulasi data dan call,1,Negatif
sering copot dan harus selalu login lagi,1,Negatif
penipu hati2,1,Negatif
review jujur positif 1 edukasi ok 2 analisa fundamental ok 3 pembicara ok negatif 1 kolom diskusi discord tidak ada 2 informasi tidak selalu a1 3 live discord dihilangkan 4 sinyal trade riset bias notpsl 5 performa trade tidak pernah update lagi tdk transparan 6 aplikasi ac kurang bagus tampilannya 7 jika ada update di bagian edukasi discord pojok avs web 3 dll tidak ada notifikasi kesimpulan ntn margin call youtube aja cukup ga perlu join terima kasih,1,Negatif
kecewa karena semakin kesini makin besar gap informasi yang dikasih antara annual membership dan contrarian padahal kesan di awal member biasa dan contrarian gaada bedanya cukup memahami karena member yang banyak jadi perlu memilah informasi tapi saya rasa itu jadi satu hal yang diperlu dibenahi dan cukup krusial,1,Negatif
stop tagging di berita harian,3,Negatif
worst app,1,Negatif
satu aja enough,1,Negatif
kualitas menurun d bandingkan discord nov des 2024 makin menurun tidak ad update yang bernilai info hanya news biasa mohon lebih update dan diskusi member dibuka karena member kadang lebih update infonya saat diskusi,1,Negatif
aplikasi bapuk informasinya selalu seakan2 main aman dua arah terus mungkin foundernya trauma disalahin terus,1,Negatif
masih kaya beta aplikasi terlalu flat aja tanpa fitur kayanya rilis kecepetan ngejar tayang saya akan ganti bintang 5 kalo udah bagus update udah ada push notifikasi yang nyampur dan semua ditandai dengan news update aneh banget bikin bingung mana yang news mana yang tulisan private community jeleknya ga bisa diatur notif news research trading plan dll intinya masih jelek👎🏿,3,Negatif
not worthy dont bother it save your money for other else,1,Negatif
i was initially very impressed and became a fan of them but now all that remains are disappointment and disrespect,1,Negatif
waste of time and waste of money scam app dude,1,Negatif
jelas scammmm jualan membership 17jt isinya parah ancoooor buruk mulut okb merasa hebat kaget baru pegang duit segitu dont trust what you see in the social media 99 is clown,1,Negatif
gw lebih prefer grup ac di discord dripada di apps kek gini kasian yg bayar lifetime lol,1,Negatif
bayar mahal tidak ada gunanya,1,Negatif
hanya org tolol dengan iq rendah yg rate aps ini dibawah bintang 5 harusnya kalau ada bintang 10 gua rate bintang 10,5,Negatif
scam terus gaspol bro rugpull nya,1,Negatif
jangan join ac dan ikut callsnya avs nanti boncos calls yang sudah jelas jelas invalid karena kena sl dari trading plan awal akan diaku diakui berbulan2 kemudian bahwa hit tp karena ada pump padahal kalau ikut callsnya dari awal dikeluarin mah udah kena sl belajar dari youtube aja teman teman hal yang diajarkan disini sangatlah basic dan minim,1,Negatif
manipulasi data,1,Negatif
scam jangan dibeli,1,Negatif
beware guys this is scam,1,Negatif
buzzer seribuan gass,1,Negatif
ampas makin hari makin gak jelas info ny a1 where,1,Negatif
minta login mulu perhari ini malah ga bisa login cuma loading,2,Negatif
support reverse buzzer🤣 ternyata ratingnya naik karena di ancam 😬,1,Negatif
sbenernya cuman ada masalah dibagian zoomnya sih gabisa digeser waktu zoom cuman sisanya udh ok lah hanya saja org indonesia belum siap menerima kualitas bagus yang seperti sekarang makhlum lah ya mereka sibuk ngurusin hidup orang,5,Negatif
all info available for free in twitter basicly paid for nothing useless app,1,Negatif
akademi cutloss udah bawa member rungkad dgn call snx merem 8 gmt green week minggu depan manta todong dkk vanry dkk bungkam diskusi member ngaku udah pernah call tp tapi lihat aja jawaban member,1,Negatif
not worth to pay 17 millions this course only copy paste from youtube and google u can find it free,1,Negatif
edukasi sekalian ambil keuntungan pribadi,1,Negatif
apsnya minta login terus ga bsa stay login apa,3,Negatif
gaada notif samsek 😭 gambar kalo dizoom kanan kiri atas bawah gabisa diliat karna gabisa digeser zoom cuma ke tengah gambar,4,Negatif
bad,1,Negatif
duit 17 juta mending buat serok btc bang,1,Negatif
cuma menang nama kemahalan buat appnya mending ikut sama trader2 sepuh kalo punya koneksi,1,Negatif
sejauh ini mengikuti saran trading baik yang discord maupun webinar avs saya rugi 70 malah bagusan yang versi gratisan seperti margin call atau cicil bitcoin di yutub daripada yang bayar 17jt,1,Negatif
modulnya biasa saja tidak lebih bagus daripada yang gratisan diluaran trus saya ngikutin saran tradingnya dari maret juga kebanyakan rugi info yang katanya a1 juga menurut saya biasa saja pinter yang jualan kelas digembor2kan yang pas bener dan positif saja yang buruk salah lebih banyak tapi tidak akan pernah dibahas🙏,1,Negatif
better in discord,1,Negatif
not help anything just a scam app,1,Negatif
dari call semua coin lebih banyak ruginya kualitas news juga kopas leader arogan gak mau salah group diskusi discord ditutup terminal bloomberg lah terminal pulogadung lah sekarang dibelabelain bayar buzzer demi naikin rate di apps what a sick joke gak lagi gua percaya orang macam timothy ronaldo dan kalimadesu jual terus tuh mimpi mending gua berantem ama preman parkir tanah abang buat dapetin uang daripada join akademi edan ini salam sesama member ac awal ur not alone in this 💪,1,Negatif
rating ko bohongan pake buzzer pula non member di suruh bintang 5 biar ngadain mc itu ngasih rating tapi ga pakai appsnya rating palsu,1,Negatif
penipuan gak worth it sekte ulti nolan penuh bocil alay dan norak,1,Negatif
aplikasi tidak bermanfaat menyesatkan,1,Negatif
tidak rekomendasi jangan ikuti atau download kalian entry ordal nya tp,1,Negatif
akademi kek k nt l bayar jutaan kalo minus gak tanggung jawab mending mancing aja su,1,Negatif
review b5 cuma dapet 1 5k lucu banget lu bro wkwkkw mending gw rate 1 lah 🐶 ui ux sampah gini kok ngarep dpt bintang 5 wkwkkw,1,Negatif
scammer,1,Negatif
lawak banget kalian yang mau di sewa suruh kasih bintang 5 di bayar rp1 500 5 star murah amat harga lu bro buat konten ac sampah kyk gini buat kalian yg sempat baca rating ini jgn percaya rating apps ini rating nya hasil sewa rating aslinya 2 0 bkn 4,1,Negatif
keep deleting my comment 12 mil idr for stuff you can find on youtube they keep deleting all the real review btw their score is actually 1 2,1,Negatif
cuman org bodoh pakai apk ni 17 million class just for nothing,1,Negatif
bayar mahal isinya cuman suruh dyor 😀lawakk,1,Negatif
sangat tidak worth it founder aplikasi ini sebelumnya membuat kelas berbayar dan diskusi ditutup saat tradingnya meleset dan jadi 1 arah penipuan berkedok kelas berbayar,1,Negatif
scam app,1,Negatif
suck lagg,1,Negatif
donyunow pampedak,1,Negatif
many members lost their money because of their recommndations,1,Negatif
untuk yg baca review saya kasih tau jujur jgn sampe beli ini 100 ga guna hanya isi portal berita sama video2 ga jelas saya keluar 14jt di sini adalah keputusan terbodoh d hidup saya sejauh ini diskusi ditutup orang mau nanya ga bisa kasih call koin2 aneh minus semua otaknya dibuang duit kita dihambur2 beli mobil bikin sekolah biar makin byk orang ketipu podcast sana sini nipu orang2,1,Negatif
grup jualan kelas pembawa malapetaka call dencun dan rwa bukannya buat untung malah rugi besar ac buat membernya sebagai exit liquidity ini lebih parah dari kasus indra kenz,1,Negatif
this application scam,1,Negatif
beneran no 1 dan kelas dunia wkwk untung gk fomo lifetime sampai dulu ada yang jual semua portonya ketika harga 90 jta sekarang cuma 1 arah gk sesuai nama yang yang harusnya 2 arah jadi gk bisa ngasih masukan kritikan malah yang kritik digoblog2kin padahal niatnya pengen membangun crypto indonesia biar lebih maju kalau gk butuh duit lagi bubarin aja kan udah kaya sampai kalau mati 7 kali hidup lagi gk akan abis qorun yang super kaya juga ilang dalam semalam jangan jumawa,1,Negatif
there is no second best akademi crypto the best semua media besar diindonesia kalah masih ada iklannya sangat menggangu cuna ac yang tidak ada iklan shoutout untuk timothy kalimasada we will make indonesia great hiraujan saja mereka yang menjatuhkan mereka tidak berguna dalam hidup mereka godbless u❤,5,Negatif
useless apl,1,Negatif
scam not worth it,1,Negatif
semua yang di ajarin bikin untung semua terbaik emang ac ni cukk yang spam bintang 1 klean iri cokk,5,Negatif
support timothy,5,Negatif
perlu tambah fitur krusial seperti push notification search past posts filter posts sekarang susah untuk cari postingannya avs nya doank terlalu banyak ac news yang nge spam,1,Negatif
pembodohan publik,1,Negatif
bayar 17 juta isi copas semua dari google wkw buat kalian yang sayang 17juta mending jangan daftar di apk ini lebih baik buy langsung 17juta tersebut buat beli coin di market ingat 17jt tahun buat sinyal scam its the biggest jokes ever sayangi duit kalian,1,Negatif
u drop this 💵💵💵💵,5,Negatif
bad u i,1,Negatif
please bring back the old ac kangen prof avs live tiap hari di discord calls dll,1,Negatif
lifetime jadi subscription apalah 😂 ketahuan scam nya gak tuh tuh di apps store udh ke exposed semua,1,Negatif
gatau males pengen beli truk,1,Negatif
bayar 17 juta buat baca berita harian selama 1 tahun bilangnya info a1 tapi membernya banyak yg rugi di calls jangan termakan dari marketing busuk di margin call gratisan setelah join ac member lgsg dibungkam setiap hari member hanya bisa main2 dengan polling di discord 🥲,1,Negatif
penipuan crypto suruh beli manta tapi malah rungkad hati2 sama komunitas ini,1,Negatif
disuruh tobat rating bintang satu,1,Negatif
mending join komunitas gratis daripada ngikutin call gajelas wkwoak,1,Negatif
not worth at all,1,Negatif
app di develop pke duit milyaran kayak gini ui jelek anak magang jg bisa buat news selalu delay news twitter lebih kencang gini katanya mau jadi bloomberg goodluck,1,Negatif
review jujur dri member ac dari nov 2022 sdh profit dri rndr ondo tapi gw masih ingat dibilang inilah saatnya kita lempar 20jt menjadi 2milliar hari ini kita bilang altseason dimulai nyatanya market langsung dump beli manta loss 70 klo modal 100 turun jadi 30 kalau pindah ke koin lain yg bs 3x itupun baru 90 blm balik modal klo ga buy koin naik dibilang g bl g klo kita buy koin turun complain dibungkam daripada bayar 17jt mending dri awal beli hodl btc aja,1,Negatif
mengecewakaan,1,Negatif
ikut kelas berbayar isinya hanya perkiraan tidak berbeda dengan tidak bayar malah konten tidak berbayarnya yang lebih bagus isi di dalam konten berbayar info2 yang sudah terlambat tidak mau serius untuk membuat orang jadi jago isi biasa aja hanya dikemas marketing yang wah,1,Negatif
itd not woryh its ptice all of the info here u can get for free dont get scammed,1,Negatif
join ac awal 2024 tidak rugi sih kebetulan long term holder saya pikir saya bisa dapet banyak info dan signal untuk double doblelin porto saya ternyata makin ke sini makin gak jelas dan denger denger udh mahal yah not worthed i will not continue my member tapi terserah kalo kalian mau join,1,Negatif
kelas tersampah harga elite global isinya sampah semua bayar mahal disuruh dyor nfa segala macam tutup aja gblk,1,Negatif
yang bilang bayar 17 juta ga ada gunanya kalian aja porto cuma 1 dollar join kelas ini dasar congok,5,Negatif
severely lack customisation settings and lack some basic features that should be in 2024 app this app feels like developed in 2016 font colour used in in the app are mostly purple which is hard to read at dark uploaded image can t be zoomed in and moved no search bar or categorisation at all in news honestly i can t fathom why people give 5 stars at the current state,2,Negatif
auto moonshot,5,Negatif
aplikasi tidak berguna informasi delay semua berita bisa dicari di x,1,Negatif
aplikasi kripto gak jelas,1,Negatif
kalau kata pak tito ini oknum biggest oknum trading di dunia ini,1,Negatif
gimana mau rating 4 kalau ga dikasi trial 1 bulan untuk ngerasain gimana appnya,1,Negatif
katanya lifetime kok disuruh bayar lagi awoakwoakwokaowkaow makan tuh lifetime,1,Negatif
ga bakal 4 9 soalnye termahal terburuk numpang rugi kalo join apk ini tidak berguna,1,Negatif
jangan mau dikibuli timotod,1,Negatif
mafia berkedok keluarga bilang member bagaikan keluarga tapi cutloss ga ada info member malah diejek monyet membernya,1,Negatif
sedenial itukah founder ac menurut founder ac review jelek semuanya gak ada akses ke aplikasinya 😑 coba dibuka kembali chat 2 arah di discord dan bikin polling di discord member ac ada member yg mau minta refund gak soalnya member ac gak dikasi kesempatan untuk bicara di discord selama ini bosque dan peningkatan rating aplikasi playstore kok minta sama orang yg dapat edukasi gratis yah gini lah nasib sudah jadi member yg sudah bayar dibungkam 🥲,1,Negatif
jangan di download app gk guna,1,Negatif
5000 student lebih cuma diladenin 1 avs doang dia yang riset bikin materi ngajar ngeladenin tanya jawab mana dikit2 ngambek ngancem mau udahan so childish diskusi tanya jawab hampir ngga ada kelasnya dicampur antara pemula menengah advance ga ada sistem batch apa yg mau diharapkan duo founder itu banyak janji ini itu ganti rencana terus kebanyakan trial error barang belum jadi udah dijual kecewa abis ini gw bahkan belum komplain soal analisa yg banyak meleset,1,Negatif
bayar mahal tp member dibatasi dlm berinteraksi dan tdk bisa menerima kritik ayolah kalo anda serius ngebangun knowledege tentang crypto jangan seperti ini,1,Negatif
app macam apa ini ngelag lebih baik coingecko gratis dan premium jelas isinya ini orang bayar mahal buat baca berita yang belum jelas hasilnya signal premium orang luar aja jelas ratenya ini ac gk jelas amat mau kemana kasian anak orang dibodohin,1,Negatif
17mil for membership lifetime have an end and now just one way communication there is so much clowning in this community,1,Negatif
